Temporada,Fecha,EquipoLocal,GolesFavL5,GolesConL5,PuntosL5,PosicionLocal,GolesFav1L5,GolesCont1L5,EquipoVisitante, GolesFavV5,GolesConV5,PuntosV5,PosicionVisitante,GolesFav1V5,GolesCon1V5,Ganador,Goles Local,Goles Visitante,Goles Local primera parte,Goles Visitante primera parte
2008-09,18/01/09,Malaga,7,6,6,5,4.0,2.0,Espanol,8,9,7,20,1.0,2.0,H,4.0,0.0,1.0,0.0
2008-09,18/01/09,Real Madrid,15,9,9,7,8.0,5.0,Osasuna,1,4,3,16,0.0,2.0,H,3.0,1.0,0.0,1.0
2008-09,18/01/09,Recreativo,2,5,4,19,1.0,0.0,Sp Gijon,8,12,9,8,2.0,6.0,H,2.0,0.0,1.0,0.0
2008-09,18/01/09,Valladolid,9,6,9,4,6.0,1.0,Betis,5,3,8,10,3.0,1.0,A,1.0,3.0,1.0,1.0
2008-09,18/01/09,Villarreal,8,9,5,12,4.0,3.0,Mallorca,8,10,7,11,3.0,4.0,H,2.0,0.0,2.0,0.0
2008-09,24/01/09,Barcelona,13,3,10,1,6.0,2.0,Numancia,7,8,7,19,2.0,4.0,H,4.0,1.0,0.0,0.0
2008-09,24/01/09,Villarreal,8,8,9,5,3.0,6.0,Osasuna,9,4,12,15,6.0,2.0,D,1.0,1.0,1.0,0.0
2008-09,25/01/09,Almeria,2,12,1,16,1.0,3.0,Ath Bilbao,6,8,7,17,2.0,3.0,H,2.0,1.0,2.0,0.0
2008-09,25/01/09,Getafe,6,5,8,18,2.0,2.0,Sp Gijon,5,15,3,15,2.0,5.0,H,5.0,1.0,2.0,1.0
2008-09,25/01/09,Malaga,9,12,8,6,5.0,8.0,Ath Madrid,8,10,7,3,2.0,4.0,D,1.0,1.0,1.0,1.0
2008-09,25/01/09,Mallorca,10,3,13,9,3.0,3.0,Valencia,5,5,8,8,2.0,2.0,H,3.0,1.0,3.0,0.0
2008-09,25/01/09,Real Madrid,14,4,12,2,6.0,1.0,La Coruna,6,3,8,7,3.0,1.0,H,1.0,0.0,1.0,0.0
2008-09,25/01/09,Recreativo,3,7,1,20,1.0,2.0,Betis,7,8,5,10,2.0,4.0,H,1.0,0.0,0.0,0.0
2008-09,25/01/09,Sevilla,3,4,8,4,0.0,2.0,Santander,9,4,9,11,5.0,2.0,A,0.0,2.0,0.0,1.0
2008-09,25/01/09,Valladolid,8,11,3,13,4.0,4.0,Espanol,6,6,6,14,2.0,2.0,D,1.0,1.0,1.0,0.0
2008-09,31/01/09,Ath Bilbao,4,6,4,16,3.0,2.0,Malaga,8,6,10,8,3.0,0.0,H,3.0,2.0,1.0,1.0
2008-09,31/01/09,Numancia,3,7,4,19,1.0,5.0,Real Madrid,12,8,12,2,4.0,4.0,A,0.0,2.0,0.0,0.0
2008-09,1/2/2009,Ath Madrid,2,0,3,2,2.0,0.0,Valladolid,0,0,0,-1,0,0,A,1.0,2.0,0.0,0.0
2008-09,1/2/2009,Betis,0,0,0,-1,0,0,Getafe,0,0,0,-1,0,0,D,2.0,2.0,2.0,0.0
2008-09,1/2/2009,Espanol,0,0,0,-1,0,0,Recreativo,0,0,0,-1,0,0,D,1.0,1.0,0.0,0.0
2008-09,1/2/2009,La Coruna,0,0,0,-1,0,0,Villarreal,4,1,3,1,1.0,1.0,H,3.0,0.0,1.0,0.0
2008-09,1/2/2009,Osasuna,0,0,0,-1,0,0,Mallorca,0,2,0,6,0.0,2.0,H,1.0,0.0,1.0,0.0
2008-09,1/2/2009,Santander,4,2,3,4,1.0,1.0,Barcelona,4,1,3,3,2.0,1.0,A,1.0,2.0,0.0,0.0
2008-09,1/2/2009,Sp Gijon,0,0,0,-1,0,0,Sevilla,0,0,0,-1,0,0,H,1.0,0.0,0.0,0.0
2008-09,1/2/2009,Valencia,2,4,0,8,1.0,1.0,Almeria,0,0,0,-1,0,0,H,3.0,2.0,2.0,1.0
2008-09,7/2/2009,Real Madrid,8,8,7,2,4.0,6.0,Santander,6,2,11,12,0.0,0.0,H,1.0,0.0,0.0,0.0
2008-09,7/2/2009,Sevilla,11,5,11,4,6.0,1.0,Betis,5,8,2,18,2.0,3.0,A,1.0,2.0,0.0,0.0
2008-09,8/2/2009,Barcelona,15,7,13,1,7.0,4.0,Sp Gijon,4,9,4,15,4.0,3.0,H,3.0,1.0,2.0,0.0
2008-09,8/2/2009,Getafe,4,8,2,6,1.0,4.0,Espanol,0,9,1,13,0.0,3.0,D,1.0,1.0,1.0,1.0
2008-09,8/2/2009,Malaga,6,8,4,16,3.0,4.0,Almeria,13,9,10,14,7.0,3.0,H,3.0,2.0,0.0,2.0
2008-09,8/2/2009,Mallorca,11,9,9,5,4.0,4.0,La Coruna,7,7,7,9,4.0,5.0,D,1.0,1.0,0.0,0.0
2008-09,8/2/2009,Osasuna,5,4,8,11,3.0,2.0,Valencia,13,3,15,3,6.0,1.0,H,1.0,0.0,0.0,0.0
2008-09,8/2/2009,Recreativo,0,0,0,-1,0,0,Ath Madrid,9,6,8,10,3.0,4.0,A,0.0,3.0,0.0,3.0
2008-09,8/2/2009,Valladolid,2,8,2,19,1.0,6.0,Ath Bilbao,9,5,10,7,5.0,3.0,H,2.0,1.0,1.0,0.0
2008-09,8/2/2009,Villarreal,7,10,4,8,2.0,5.0,Numancia,0,0,0,-1,0,0,H,2.0,1.0,1.0,1.0
2008-09,14/02/09,Betis,8,8,5,15,6.0,5.0,Barcelona,11,6,11,1,5.0,1.0,D,2.0,2.0,2.0,1.0
2008-09,14/02/09,La Coruna,8,6,9,6,3.0,2.0,Osasuna,6,8,7,9,3.0,4.0,D,0.0,0.0,0.0,0.0
2008-09,14/02/09,Valencia,12,10,10,4,5.0,6.0,Malaga,6,7,9,5,3.0,3.0,D,1.0,1.0,0.0,0.0
2008-09,15/02/09,Almeria,8,8,6,9,4.0,3.0,Valladolid,6,5,7,4,4.0,3.0,H,3.0,2.0,0.0,2.0
2008-09,15/02/09,Ath Bilbao,9,9,7,16,7.0,4.0,Recreativo,3,5,5,11,1.0,2.0,D,1.0,1.0,0.0,1.0
2008-09,15/02/09,Ath Madrid,10,8,9,2,3.0,5.0,Getafe,8,3,10,7,3.0,2.0,D,1.0,1.0,1.0,0.0
2008-09,15/02/09,Espanol,6,7,5,18,3.0,1.0,Sevilla,8,6,9,12,4.0,4.0,A,0.0,2.0,0.0,0.0
2008-09,15/02/09,Numancia,5,6,5,20,3.0,4.0,Mallorca,5,8,7,17,2.0,4.0,A,0.0,1.0,0.0,1.0
2008-09,15/02/09,Santander,5,7,3,14,4.0,3.0,Villarreal,7,9,5,13,3.0,7.0,D,1.0,1.0,1.0,1.0
2008-09,15/02/09,Sp Gijon,8,14,3,19,7.0,8.0,Real Madrid,14,7,12,6,9.0,4.0,A,0.0,4.0,0.0,2.0
2008-09,21/02/09,Barcelona,14,4,12,1,8.0,1.0,Espanol,5,4,8,13,0.0,1.0,A,1.0,2.0,0.0,0.0
2008-09,21/02/09,Real Madrid,7,8,10,3,4.0,3.0,Betis,10,4,12,6,5.0,1.0,H,6.0,1.0,6.0,1.0
2008-09,21/02/09,Sevilla,7,6,9,4,3.0,2.0,Ath Madrid,12,5,10,2,3.0,2.0,H,1.0,0.0,0.0,0.0
2008-09,21/02/09,Villarreal,4,4,6,11,3.0,1.0,Sp Gijon,7,7,9,8,4.0,5.0,H,2.0,1.0,2.0,1.0
2008-09,22/02/09,Getafe,7,12,2,18,2.0,7.0,Ath Bilbao,5,4,9,11,2.0,1.0,D,1.0,1.0,1.0,1.0
2008-09,22/02/09,La Coruna,8,1,11,13,3.0,1.0,Valencia,10,5,9,12,4.0,4.0,D,1.0,1.0,0.0,1.0
2008-09,22/02/09,Mallorca,1,6,3,16,0.0,4.0,Santander,2,4,5,15,1.0,1.0,H,1.0,0.0,0.0,0.0
2008-09,22/02/09,Osasuna,7,8,3,20,5.0,2.0,Numancia,9,10,6,17,5.0,3.0,H,2.0,0.0,2.0,0.0
2008-09,22/02/09,Recreativo,3,11,2,19,2.0,4.0,Almeria,4,4,7,10,0.0,2.0,D,1.0,1.0,0.0,0.0
2008-09,22/02/09,Valladolid,8,13,4,6,3.0,6.0,Malaga,4,6,5,8,3.0,2.0,A,1.0,3.0,0.0,2.0
2008-09,28/02/09,Ath Bilbao,7,10,4,18,4.0,6.0,Sevilla,5,7,6,6,1.0,3.0,A,1.0,2.0,1.0,1.0
2008-09,28/02/09,Espanol,4,8,4,13,2.0,1.0,Real Madrid,17,6,15,2,8.0,3.0,A,0.0,2.0,0.0,0.0
2008-09,1/3/2009,Almeria,2,3,0,18,1.0,2.0,Getafe,2,2,1,11,0.0,2.0,H,2.0,1.0,1.0,1.0
2008-09,1/3/2009,Ath Madrid,3,2,3,3,2.0,0.0,Barcelona,6,2,6,1,2.0,1.0,H,4.0,3.0,1.0,2.0
2008-09,1/3/2009,Betis,2,2,1,10,2.0,0.0,Villarreal,4,4,3,2,1.0,2.0,D,2.0,2.0,1.0,2.0
2008-09,1/3/2009,Malaga,1,4,0,16,1.0,2.0,Recreativo,1,1,1,13,0.0,0.0,A,0.0,2.0,0.0,0.0
2008-09,1/3/2009,Numancia,0,0,0,-1,0,0,La Coruna,3,0,3,7,1.0,0.0,A,0.0,1.0,0.0,0.0
2008-09,1/3/2009,Santander,5,4,3,5,1.0,1.0,Osasuna,1,0,3,8,1.0,0.0,D,1.0,1.0,1.0,1.0
2008-09,1/3/2009,Sp Gijon,1,0,3,9,0.0,0.0,Mallorca,0,3,0,15,0.0,3.0,A,0.0,1.0,0.0,0.0
2008-09,1/3/2009,Valencia,5,6,3,4,3.0,2.0,Valladolid,2,1,3,6,0.0,0.0,A,1.0,2.0,0.0,2.0
2008-09,7/3/2009,Barcelona,12,3,10,1,8.0,3.0,Ath Bilbao,5,10,5,14,1.0,5.0,H,2.0,0.0,2.0,0.0
2008-09,7/3/2009,Real Madrid,8,6,10,2,4.0,5.0,Ath Madrid,16,13,9,3,9.0,9.0,D,1.0,1.0,0.0,1.0
2008-09,7/3/2009,Villarreal,6,9,5,6,0.0,8.0,Espanol,10,5,9,10,7.0,3.0,H,1.0,0.0,1.0,0.0
2008-09,8/3/2009,Getafe,4,8,2,6,1.0,4.0,Malaga,6,8,4,16,3.0,4.0,A,1.0,2.0,0.0,2.0
2008-09,8/3/2009,La Coruna,7,7,7,9,4.0,5.0,Santander,6,10,4,18,1.0,5.0,H,5.0,3.0,1.0,2.0
2008-09,8/3/2009,Mallorca,11,9,9,5,4.0,4.0,Betis,0,0,0,-1,0,0,D,3.0,3.0,0.0,2.0
2008-09,8/3/2009,Numancia,0,0,0,-1,0,0,Valencia,13,3,15,3,6.0,1.0,H,2.0,1.0,1.0,1.0
2008-09,8/3/2009,Osasuna,5,4,8,11,3.0,2.0,Sp Gijon,4,9,4,15,4.0,3.0,A,1.0,2.0,1.0,2.0
2008-09,8/3/2009,Recreativo,0,0,0,-1,0,0,Valladolid,2,8,2,19,1.0,6.0,A,2.0,3.0,1.0,2.0
2008-09,8/3/2009,Sevilla,12,9,7,4,6.0,4.0,Almeria,13,9,10,14,7.0,3.0,H,2.0,1.0,1.0,0.0
2008-09,14/03/09,Ath Bilbao,5,8,3,18,3.0,3.0,Real Madrid,5,2,6,13,3.0,0.0,A,2.0,5.0,2.0,2.0
2008-09,14/03/09,Valencia,10,9,8,3,3.0,5.0,Recreativo,5,6,5,17,2.0,3.0,D,1.0,1.0,0.0,0.0
2008-09,15/03/09,Almeria,8,9,6,7,3.0,4.0,Barcelona,10,5,11,1,3.0,2.0,A,0.0,2.0,0.0,0.0
2008-09,15/03/09,Ath Madrid,8,7,7,2,4.0,3.0,Villarreal,5,7,5,12,3.0,6.0,H,3.0,2.0,0.0,1.0
2008-09,15/03/09,Betis,6,8,5,17,5.0,5.0,Osasuna,5,6,5,14,1.0,3.0,D,0.0,0.0,0.0,0.0
2008-09,15/03/09,Espanol,4,6,5,18,1.0,1.0,Mallorca,5,8,7,10,3.0,4.0,D,3.0,3.0,0.0,1.0
2008-09,15/03/09,Malaga,7,2,11,4,2.0,1.0,Sevilla,10,5,12,9,4.0,4.0,D,2.0,2.0,2.0,0.0
2008-09,15/03/09,Santander,6,7,4,15,5.0,4.0,Numancia,5,7,4,20,3.0,5.0,H,5.0,0.0,5.0,0.0
2008-09,15/03/09,Sp Gijon,7,15,3,19,6.0,9.0,La Coruna,3,7,4,13,1.0,5.0,H,3.0,2.0,0.0,0.0
2008-09,15/03/09,Valladolid,8,8,6,5,6.0,3.0,Getafe,6,4,8,8,2.0,3.0,H,1.0,0.0,0.0,0.0
2008-09,21/03/09,Sevilla,7,6,9,4,3.0,2.0,Valladolid,7,9,5,5,4.0,5.0,H,4.0,1.0,2.0,1.0
2008-09,21/03/09,Villarreal,4,3,8,8,4.0,1.0,Ath Bilbao,5,5,6,18,3.0,2.0,H,2.0,0.0,0.0,0.0
2008-09,22/03/09,Barcelona,16,6,12,1,5.0,1.0,Malaga,6,6,7,6,5.0,2.0,H,6.0,0.0,4.0,0.0
2008-09,22/03/09,Getafe,7,11,3,19,2.0,6.0,Recreativo,4,11,3,20,2.0,4.0,H,2.0,1.0,0.0,0.0
2008-09,22/03/09,La Coruna,8,2,9,13,3.0,2.0,Betis,4,10,4,9,3.0,7.0,D,1.0,1.0,1.0,1.0
2008-09,22/03/09,Mallorca,2,4,6,15,0.0,2.0,Ath Madrid,11,5,9,3,2.0,1.0,H,2.0,0.0,1.0,0.0
2008-09,22/03/09,Numancia,8,9,6,18,4.0,4.0,Sp Gijon,8,10,9,11,5.0,6.0,H,2.0,1.0,1.0,0.0
2008-09,22/03/09,Osasuna,8,6,6,17,7.0,2.0,Espanol,7,5,10,14,0.0,1.0,H,1.0,0.0,0.0,0.0
2008-09,22/03/09,Real Madrid,14,9,12,2,9.0,5.0,Almeria,3,4,5,8,0.0,2.0,H,3.0,0.0,1.0,0.0
2008-09,22/03/09,Santander,1,5,2,16,0.0,1.0,Valencia,9,3,10,12,3.0,2.0,A,0.0,1.0,0.0,0.0
2008-09,4/4/2009,Almeria,6,5,9,10,5.0,2.0,Villarreal,8,6,10,4,4.0,3.0,H,3.0,0.0,3.0,0.0
2008-09,4/4/2009,Ath Bilbao,7,8,7,15,3.0,5.0,Mallorca,5,13,3,7,3.0,6.0,H,2.0,1.0,1.0,0.0
2008-09,4/4/2009,Betis,4,8,1,18,1.0,5.0,Numancia,2,9,3,20,1.0,3.0,D,3.0,3.0,1.0,1.0
2008-09,4/4/2009,Malaga,7,12,6,8,2.0,6.0,Real Madrid,6,7,6,2,2.0,3.0,A,0.0,1.0,0.0,0.0
2008-09,4/4/2009,Recreativo,8,6,9,19,3.0,3.0,Sevilla,5,5,8,5,1.0,1.0,A,0.0,1.0,0.0,1.0
2008-09,4/4/2009,Valladolid,4,4,4,14,2.0,1.0,Barcelona,13,4,10,1,7.0,4.0,A,0.0,1.0,0.0,1.0
2008-09,5/4/2009,Ath Madrid,14,7,12,3,9.0,6.0,Osasuna,6,8,5,17,1.0,1.0,A,2.0,4.0,1.0,2.0
2008-09,5/4/2009,Espanol,7,4,8,11,5.0,3.0,La Coruna,7,3,13,9,4.0,1.0,H,3.0,1.0,2.0,1.0
2008-09,5/4/2009,Sp Gijon,6,4,9,12,3.0,3.0,Santander,5,6,8,15,2.0,3.0,A,0.0,2.0,0.0,0.0
2008-09,5/4/2009,Valencia,9,5,12,6,5.0,0.0,Getafe,7,8,5,13,3.0,4.0,H,4.0,1.0,2.0,0.0
2008-09,11/4/2009,Barcelona,11,1,9,2,7.0,0.0,Recreativo,0,0,0,-1,0,0,H,2.0,0.0,1.0,0.0
2008-09,11/4/2009,Villarreal,7,4,6,3,2.0,3.0,Malaga,3,5,2,15,1.0,1.0,A,0.0,2.0,0.0,1.0
2008-09,12/4/2009,La Coruna,3,3,5,9,2.0,0.0,Ath Madrid,0,3,0,20,0.0,0.0,A,1.0,2.0,0.0,1.0
2008-09,12/4/2009,Mallorca,4,4,6,5,3.0,1.0,Almeria,3,8,0,19,2.0,5.0,H,2.0,0.0,0.0,0.0
2008-09,12/4/2009,Numancia,0,0,0,-1,0,0,Espanol,6,5,7,3,1.0,2.0,D,0.0,0.0,0.0,0.0
2008-09,12/4/2009,Osasuna,2,1,3,14,1.0,0.0,Ath Bilbao,7,3,7,4,2.0,0.0,H,2.0,1.0,1.0,1.0
2008-09,12/4/2009,Real Madrid,5,4,6,8,1.0,1.0,Valladolid,1,1,3,13,0.0,0.0,H,2.0,0.0,1.0,0.0
2008-09,12/4/2009,Santander,2,4,1,18,0.0,3.0,Betis,0,0,0,-1,0,0,A,2.0,3.0,2.0,2.0
2008-09,12/4/2009,Sevilla,2,1,3,16,0.0,1.0,Getafe,1,1,4,12,0.0,1.0,A,0.0,1.0,0.0,0.0
2008-09,12/4/2009,Sp Gijon,3,3,5,10,2.0,2.0,Valencia,10,7,9,2,2.0,3.0,A,2.0,3.0,1.0,1.0
2008-09,18/04/09,Ath Bilbao,9,4,10,12,6.0,3.0,La Coruna,4,16,1,19,0.0,6.0,A,0.0,1.0,0.0,0.0
2008-09,18/04/09,Ath Madrid,10,5,11,2,4.0,2.0,Numancia,5,10,6,18,1.0,7.0,H,3.0,0.0,0.0,0.0
2008-09,18/04/09,Getafe,2,6,2,15,0.0,3.0,Barcelona,12,4,10,1,5.0,2.0,A,0.0,1.0,0.0,1.0
2008-09,18/04/09,Malaga,11,6,8,5,5.0,2.0,Mallorca,7,8,7,13,2.0,4.0,D,1.0,1.0,0.0,0.0
2008-09,18/04/09,Recreativo,4,4,7,16,2.0,0.0,Real Madrid,13,8,9,6,6.0,4.0,A,0.0,1.0,0.0,0.0
2008-09,19/04/09,Almeria,6,8,7,10,2.0,4.0,Osasuna,1,6,2,18,1.0,1.0,H,2.0,1.0,0.0,0.0
2008-09,19/04/09,Betis,8,4,10,9,4.0,2.0,Sp Gijon,8,11,9,12,2.0,4.0,H,2.0,0.0,1.0,0.0
2008-09,19/04/09,Espanol,7,11,5,20,1.0,3.0,Santander,11,6,10,8,8.0,5.0,H,1.0,0.0,0.0,0.0
2008-09,19/04/09,Valencia,7,10,2,15,3.0,6.0,Sevilla,7,2,11,5,1.0,2.0,H,3.0,1.0,1.0,1.0
2008-09,19/04/09,Valladolid,7,9,6,6,5.0,2.0,Villarreal,9,7,8,7,5.0,1.0,D,0.0,0.0,0.0,0.0
2008-09,21/04/09,Numancia,4,10,6,19,2.0,2.0,Ath Bilbao,3,7,3,18,2.0,2.0,A,1.0,2.0,1.0,1.0
2008-09,21/04/09,Real Madrid,12,9,10,4,10.0,4.0,Getafe,3,6,2,15,1.0,4.0,H,3.0,2.0,1.0,1.0
2008-09,22/04/09,Barcelona,21,6,12,1,9.0,1.0,Sevilla,7,1,11,4,2.0,1.0,H,4.0,0.0,2.0,0.0
2008-09,22/04/09,Betis,2,11,2,8,2.0,8.0,Valencia,7,2,10,7,2.0,1.0,A,1.0,2.0,0.0,0.0
2008-09,22/04/09,La Coruna,9,3,9,13,4.0,3.0,Almeria,3,6,5,10,0.0,3.0,H,2.0,0.0,0.0,0.0
2008-09,22/04/09,Osasuna,8,4,9,16,6.0,0.0,Malaga,4,11,4,6,3.0,5.0,A,2.0,3.0,2.0,1.0
2008-09,23/04/09,Mallorca,3,3,8,14,1.0,2.0,Valladolid,8,13,3,8,5.0,5.0,H,2.0,0.0,0.0,0.0
2008-09,23/04/09,Santander,1,5,2,18,0.0,1.0,Ath Madrid,8,7,6,3,2.0,2.0,H,5.0,1.0,3.0,0.0
2008-09,23/04/09,Sp Gijon,7,11,6,13,3.0,6.0,Espanol,6,6,7,15,0.0,1.0,A,0.0,3.0,0.0,1.0
2008-09,23/04/09,Villarreal,7,7,9,7,2.0,5.0,Recreativo,3,12,1,20,1.0,5.0,H,2.0,1.0,1.0,1.0
2008-09,25/04/09,Almeria,3,12,3,15,3.0,3.0,Numancia,4,9,4,19,1.0,3.0,H,2.0,1.0,2.0,0.0
2008-09,25/04/09,Malaga,7,12,6,6,4.0,9.0,La Coruna,5,3,7,9,2.0,1.0,D,1.0,1.0,1.0,0.0
2008-09,25/04/09,Valencia,5,7,7,10,1.0,5.0,Barcelona,12,5,10,1,4.0,2.0,D,2.0,2.0,2.0,1.0
2008-09,26/04/09,Ath Bilbao,5,11,2,18,1.0,5.0,Santander,11,3,12,11,6.0,2.0,H,2.0,1.0,2.0,0.0
2008-09,26/04/09,Ath Madrid,9,9,8,3,3.0,4.0,Sp Gijon,5,18,3,16,3.0,6.0,H,3.0,1.0,2.0,0.0
2008-09,26/04/09,Espanol,7,6,7,15,2.0,3.0,Betis,7,6,7,9,1.0,3.0,H,2.0,0.0,1.0,0.0
2008-09,26/04/09,Getafe,10,5,10,17,3.0,2.0,Villarreal,8,6,10,5,6.0,5.0,A,1.0,2.0,0.0,2.0
2008-09,26/04/09,Recreativo,3,5,4,20,1.0,2.0,Mallorca,12,4,13,6,6.0,3.0,A,2.0,4.0,0.0,2.0
2008-09,26/04/09,Sevilla,3,6,7,4,0.0,3.0,Real Madrid,13,4,12,2,7.0,1.0,A,2.0,4.0,1.0,1.0
2008-09,26/04/09,Valladolid,7,5,7,12,4.0,1.0,Osasuna,5,4,8,14,2.0,2.0,D,0.0,0.0,0.0,0.0
2008-09,2/5/2009,Numancia,2,11,3,20,1.0,2.0,Malaga,10,6,8,6,5.0,3.0,H,2.0,0.0,1.0,0.0
2008-09,2/5/2009,Real Madrid,9,6,10,3,2.0,2.0,Barcelona,10,2,12,1,5.0,0.0,A,2.0,6.0,1.0,3.0
2008-09,2/5/2009,Villarreal,7,4,9,11,4.0,1.0,Sevilla,7,6,9,7,4.0,2.0,A,0.0,2.0,0.0,0.0
2008-09,3/5/2009,Betis,5,8,3,12,0.0,4.0,Ath Madrid,9,10,5,3,6.0,4.0,A,0.0,2.0,0.0,1.0
2008-09,3/5/2009,Espanol,4,8,4,15,2.0,1.0,Valencia,12,6,11,7,5.0,3.0,H,3.0,0.0,0.0,0.0
2008-09,3/5/2009,La Coruna,3,9,2,13,1.0,5.0,Valladolid,4,4,5,11,1.0,2.0,H,1.0,0.0,1.0,0.0
2008-09,3/5/2009,Mallorca,12,6,12,5,5.0,2.0,Getafe,11,4,12,9,4.0,3.0,H,2.0,1.0,1.0,0.0
2008-09,3/5/2009,Osasuna,1,3,4,16,0.0,1.0,Recreativo,5,7,5,20,0.0,2.0,A,1.0,2.0,1.0,0.0
2008-09,3/5/2009,Santander,5,8,3,14,2.0,6.0,Almeria,5,9,9,10,4.0,5.0,A,0.0,2.0,0.0,2.0
2008-09,3/5/2009,Sp Gijon,6,16,3,17,3.0,7.0,Ath Bilbao,6,8,4,18,5.0,3.0,D,1.0,1.0,0.0,0.0
2008-09,9/5/2009,Ath Bilbao,9,9,9,8,5.0,3.0,Betis,0,0,0,-1,0,0,H,1.0,0.0,1.0,0.0
2008-09,9/5/2009,Sevilla,9,12,3,4,3.0,7.0,Mallorca,10,6,9,5,3.0,3.0,H,3.0,1.0,1.0,1.0
2008-09,9/5/2009,Valencia,7,4,10,3,5.0,2.0,Real Madrid,18,6,15,2,6.0,3.0,H,3.0,0.0,2.0,0.0
2008-09,10/5/2009,Almeria,2,4,0,18,2.0,3.0,Sp Gijon,3,3,5,5,2.0,2.0,H,3.0,1.0,1.0,1.0
2008-09,10/5/2009,Ath Madrid,0,0,0,-1,0,0,Espanol,3,4,4,6,1.0,1.0,H,3.0,2.0,0.0,2.0
2008-09,10/5/2009,Barcelona,11,1,9,2,7.0,0.0,Villarreal,7,4,6,3,2.0,3.0,D,3.0,3.0,3.0,1.0
2008-09,10/5/2009,Getafe,1,1,4,9,0.0,1.0,Osasuna,0,1,0,19,0.0,0.0,H,3.0,0.0,1.0,0.0
2008-09,10/5/2009,Malaga,3,5,2,15,1.0,1.0,Santander,1,3,0,17,0.0,2.0,H,1.0,0.0,0.0,0.0
2008-09,10/5/2009,Recreativo,0,0,0,-1,0,0,La Coruna,2,2,4,7,1.0,0.0,A,1.0,2.0,1.0,1.0
2008-09,10/5/2009,Valladolid,1,1,3,10,0.0,0.0,Numancia,0,0,0,-1,0,0,D,0.0,0.0,0.0,0.0
2008-09,16/05/09,La Coruna,3,9,1,16,0.0,4.0,Getafe,6,3,8,9,2.0,2.0,D,1.0,1.0,0.0,0.0
2008-09,16/05/09,Osasuna,3,3,6,13,1.0,2.0,Sevilla,9,6,10,7,4.0,5.0,D,0.0,0.0,0.0,0.0
2008-09,16/05/09,Villarreal,4,7,4,15,3.0,3.0,Real Madrid,13,8,9,5,8.0,4.0,H,3.0,2.0,1.0,0.0
2008-09,17/05/09,Ath Madrid,11,6,10,2,3.0,3.0,Valencia,8,8,6,9,1.0,4.0,H,1.0,0.0,1.0,0.0
2008-09,17/05/09,Betis,5,5,6,13,4.0,2.0,Almeria,8,8,8,6,3.0,4.0,H,2.0,0.0,1.0,0.0
2008-09,17/05/09,Espanol,8,11,4,20,2.0,2.0,Ath Bilbao,8,6,8,14,6.0,3.0,H,1.0,0.0,0.0,0.0
2008-09,17/05/09,Mallorca,7,10,5,15,4.0,3.0,Barcelona,13,2,13,1,4.0,2.0,H,2.0,1.0,0.0,1.0
2008-09,17/05/09,Numancia,4,12,3,19,1.0,7.0,Recreativo,3,5,5,18,1.0,0.0,H,1.0,0.0,0.0,0.0
2008-09,17/05/09,Santander,9,6,6,12,7.0,3.0,Valladolid,9,4,12,4,6.0,0.0,H,3.0,2.0,1.0,2.0
2008-09,17/05/09,Sp Gijon,9,15,6,11,4.0,8.0,Malaga,7,5,7,5,3.0,1.0,H,2.0,1.0,1.0,1.0
2008-09,23/05/09,Almeria,2,7,4,12,0.0,2.0,Espanol,8,6,7,14,1.0,1.0,A,0.0,3.0,0.0,1.0
2008-09,23/05/09,Ath Bilbao,6,4,10,13,3.0,2.0,Ath Madrid,8,10,6,3,2.0,4.0,A,1.0,4.0,0.0,0.0
2008-09,23/05/09,Barcelona,19,4,12,1,8.0,0.0,Osasuna,10,6,9,17,8.0,1.0,A,0.0,1.0,0.0,1.0
2008-09,23/05/09,Getafe,8,11,5,19,2.0,6.0,Numancia,8,10,6,18,4.0,4.0,H,1.0,0.0,0.0,0.0
2008-09,23/05/09,Malaga,7,11,7,7,4.0,6.0,Betis,3,10,2,11,2.0,8.0,D,1.0,1.0,0.0,1.0
2008-09,23/05/09,Recreativo,4,10,1,20,2.0,5.0,Santander,6,6,4,16,3.0,1.0,A,0.0,1.0,0.0,0.0
2008-09,23/05/09,Sevilla,4,5,6,4,2.0,3.0,La Coruna,8,3,9,9,4.0,3.0,H,1.0,0.0,0.0,0.0
2008-09,23/05/09,Valladolid,7,11,3,8,4.0,3.0,Sp Gijon,4,13,3,15,2.0,6.0,A,1.0,2.0,0.0,1.0
2008-09,23/05/09,Villarreal,7,7,9,5,1.0,5.0,Valencia,5,2,11,6,1.0,0.0,H,3.0,1.0,2.0,1.0
2008-09,24/05/09,Real Madrid,15,3,15,2,9.0,2.0,Mallorca,7,2,11,12,2.0,2.0,A,1.0,3.0,1.0,1.0
2008-09,30/05/09,Ath Madrid,10,9,7,3,6.0,3.0,Almeria,5,8,9,9,4.0,5.0,H,3.0,0.0,2.0,0.0
2008-09,30/05/09,La Coruna,4,9,4,11,2.0,5.0,Barcelona,15,4,13,1,8.0,4.0,D,1.0,1.0,1.0,0.0
2008-09,30/05/09,Mallorca,12,7,12,4,5.0,2.0,Villarreal,10,6,11,6,5.0,2.0,A,2.0,3.0,1.0,2.0
2008-09,30/05/09,Valencia,10,7,10,7,3.0,2.0,Ath Bilbao,6,8,4,18,5.0,3.0,H,2.0,0.0,1.0,0.0
